Latitude (decimal degrees):	35.141
Longitude (decimal degrees):	33.415
Elevation (m):	142
Radiation database:	PVGIS-SARAH3


Slope: 28 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	10000.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231002:1309,168500.0,0.0,34.82,0.43,26.64,27.81,0.21,0.0
20231002:1409,1026000.0,36.37,110.69,1.64,15.17,26.23,0.55,0.0
20231002:1509,0.0,0.0,2.82,0.04,3.14,24.53,0.97,0.0
20231002:1609,0.0,0.0,0.0,0.0,0.0,23.67,1.17,0.0
20231002:1709,0.0,0.0,0.0,0.0,0.0,23.05,1.17,0.0
20231002:1809,0.0,0.0,0.0,0.0,0.0,22.28,1.03,0.0
20231002:1909,0.0,0.0,0.0,0.0,0.0,22.11,1.45,0.0
20231002:2009,0.0,0.0,0.0,0.0,0.0,21.53,1.38,0.0
20231002:2109,0.0,0.0,0.0,0.0,0.0,21.18,1.17,0.0
20231002:2209,0.0,0.0,0.0,0.0,0.0,20.72,1.17,0.0
20231002:2309,0.0,0.0,0.0,0.0,0.0,20.25,1.17,0.0
20231003:0009,0.0,0.0,0.0,0.0,0.0,19.82,1.52,0.0
20231003:0109,0.0,0.0,0.0,0.0,0.0,19.7,1.1,0.0
20231003:0209,0.0,0.0,0.0,0.0,0.0,20.42,0.55,0.0
20231003:0309,0.0,0.0,0.0,0.0,0.0,19.55,0.9,0.0
20231003:0409,187300.0,13.35,27.9,0.44,4.89,19.14,1.17,0.0
20231003:0509,2316500.0,207.49,99.71,2.83,16.84,21.17,0.83,0.0
20231003:0609,4306000.0,410.72,140.75,5.14,28.15,23.47,1.17,0.0
20231003:0709,5225400.0,446.63,231.91,6.53,38.25,24.35,1.03,0.0
20231003:0809,5052600.0,305.39,344.69,6.68,46.18,24.54,1.86,0.0
20231003:0909,7382800.0,786.0,190.83,9.19,50.54,25.15,2.34,0.0
20231003:1009,7147900.0,738.16,212.34,8.98,50.12,26.07,2.14,0.0
20231003:1109,2303300.0,17.76,283.25,3.66,45.06,26.13,1.79,0.0
20231003:1209,597100.0,0.0,90.34,1.12,36.68,24.47,1.24,0.0
20231003:1309,818300.0,0.0,117.64,1.46,26.32,24.05,0.83,0.0
20231003:1409,916000.0,25.93,105.69,1.5,14.87,24.41,0.9,0.0
20231003:1509,54500.0,3.99,14.92,0.21,2.85,24.2,0.83,0.0
20231003:1609,0.0,0.0,0.0,0.0,0.0,23.76,0.34,0.0
20231003:1709,0.0,0.0,0.0,0.0,0.0,23.38,0.41,0.0
20231003:1809,0.0,0.0,0.0,0.0,0.0,22.19,1.03,0.0
20231003:1909,0.0,0.0,0.0,0.0,0.0,21.85,1.03,0.0
20231003:2009,0.0,0.0,0.0,0.0,0.0,21.42,1.03,0.0
20231003:2109,0.0,0.0,0.0,0.0,0.0,20.99,1.17,0.0
20231003:2209,0.0,0.0,0.0,0.0,0.0,20.69,1.24,0.0
20231003:2309,0.0,0.0,0.0,0.0,0.0,20.65,1.45,0.0
20231004:0009,0.0,0.0,0.0,0.0,0.0,20.55,1.52,0.0
20231004:0109,0.0,0.0,0.0,0.0,0.0,20.29,1.31,0.0
20231004:0209,0.0,0.0,0.0,0.0,0.0,19.98,1.31,0.0
20231004:0309,0.0,0.0,0.0,0.0,0.0,19.8,1.31,0.0
20231004:0409,182600.0,13.85,27.02,0.43,4.73,19.77,1.45,0.0
20231004:0509,2267800.0,196.16,103.82,2.76,16.66,21.26,1.31,0.0
20231004:0609,4344100.0,413.52,142.59,5.15,27.94,23.91,1.45,0.0
20231004:0709,5953600.0,609.3,163.1,7.19,37.99,26.12,2.34,0.0
20231004:0809,6878300.0,739.54,178.9,8.58,45.86,27.23,1.93,0.0
20231004:0909,7183000.0,770.27,204.77,9.15,50.17,28.05,1.72,0.0
20231004:1009,6958800.0,720.98,226.03,8.93,49.73,28.73,1.59,0.0
20231004:1109,6531100.0,686.74,194.93,8.26,44.68,29.12,1.59,0.0
20231004:1209,4668100.0,359.92,253.22,5.99,36.33,29.07,1.59,0.0
20231004:1309,3745500.0,335.55,155.48,4.6,26.0,28.56,1.38,0.0
20231004:1409,1467400.0,96.81,110.37,2.05,14.57,27.8,0.97,0.0
20231004:1509,38700.0,4.33,12.12,0.18,2.57,26.63,0.97,0.0
20231004:1609,0.0,0.0,0.0,0.0,0.0,24.88,0.9,0.0
20231004:1709,0.0,0.0,0.0,0.0,0.0,25.25,0.34,0.0
20231004:1809,0.0,0.0,0.0,0.0,0.0,24.22,0.55,0.0
20231004:1909,0.0,0.0,0.0,0.0,0.0,22.84,1.03,0.0
20231004:2009,0.0,0.0,0.0,0.0,0.0,22.19,1.31,0.0
20231004:2109,0.0,0.0,0.0,0.0,0.0,21.54,1.38,0.0
20231004:2209,0.0,0.0,0.0,0.0,0.0,20.94,1.24,0.0
20231004:2309,0.0,0.0,0.0,0.0,0.0,20.53,1.31,0.0
20231005:0009,0.0,0.0,0.0,0.0,0.0,20.25,1.45,0.0
20231005:0109,0.0,0.0,0.0,0.0,0.0,20.1,1.45,0.0
20231005:0209,0.0,0.0,0.0,0.0,0.0,19.84,1.38,0.0
20231005:0309,0.0,0.0,0.0,0.0,0.0,19.67,1.24,0.0
20231005:0409,126600.0,5.39,24.4,0.34,4.57,19.72,1.1,0.0
20231005:0509,1237000.0,45.45,123.37,1.85,16.48,21.19,0.76,0.0
20231005:0609,3216500.0,200.95,212.9,4.16,27.73,24.4,0.9,0.0
20231005:0709,5914200.0,607.32,163.54,7.14,37.73,26.0,1.93,0.0
20231005:0809,6914500.0,746.7,174.99,8.57,45.55,27.04,2.0,0.0
20231005:0909,6677300.0,609.13,281.55,8.51,49.8,27.81,2.14,0.0
20231005:1009,7032300.0,717.68,226.48,8.87,49.34,28.46,2.28,0.0
20231005:1109,4146400.0,186.88,350.89,5.78,44.3,28.54,2.55,0.0
20231005:1209,4141100.0,257.23,278.81,5.43,35.98,28.54,2.48,0.0
20231005:1309,3744700.0,331.51,154.71,4.53,25.69,28.18,2.28,0.0
20231005:1409,1645600.0,128.99,101.63,2.17,14.28,27.43,2.0,0.0
20231005:1509,18900.0,0.0,10.35,0.13,2.28,26.44,1.66,0.0
20231005:1609,0.0,0.0,0.0,0.0,0.0,24.67,0.9,0.0
20231005:1709,0.0,0.0,0.0,0.0,0.0,24.82,0.48,0.0
20231005:1809,0.0,0.0,0.0,0.0,0.0,22.94,0.97,0.0
20231005:1909,0.0,0.0,0.0,0.0,0.0,21.97,1.31,0.0
20231005:2009,0.0,0.0,0.0,0.0,0.0,21.31,1.52,0.0
20231005:2109,0.0,0.0,0.0,0.0,0.0,20.73,1.59,0.0
20231005:2209,0.0,0.0,0.0,0.0,0.0,20.35,1.72,0.0
20231005:2309,0.0,0.0,0.0,0.0,0.0,20.13,1.86,0.0
20231006:0009,0.0,0.0,0.0,0.0,0.0,20.23,2.0,0.0
20231006:0109,0.0,0.0,0.0,0.0,0.0,20.04,2.07,0.0
20231006:0209,0.0,0.0,0.0,0.0,0.0,19.9,2.14,0.0
20231006:0309,0.0,0.0,0.0,0.0,0.0,19.8,2.14,0.0
20231006:0409,166900.0,13.09,25.28,0.4,4.4,19.71,2.14,0.0
20231006:0509,2311400.0,203.37,100.88,2.74,16.3,20.91,1.93,0.0
20231006:0609,4383100.0,415.25,141.44,5.09,27.51,23.8,2.21,0.0
20231006:0709,5914100.0,594.96,169.38,7.06,37.47,25.8,2.48,0.0
20231006:0809,6865600.0,730.8,183.15,8.47,45.23,27.15,2.07,0.0
20231006:0909,7095700.0,740.96,219.79,8.98,49.43,28.11,1.79,0.0
20231006:1009,7176400.0,791.17,189.37,9.11,48.95,28.72,1.59,0.0
20231006:1109,5373300.0,403.81,311.54,7.03,43.93,29.09,1.38,0.0
20231006:1209,2520400.0,61.09,272.1,3.84,35.64,29.16,1.17,0.0
20231006:1309,3558000.0,303.46,164.49,4.38,25.37,28.83,1.17,0.0
20231006:1409,1764800.0,154.99,93.78,2.25,13.98,27.95,1.31,0.0
20231006:1509,6500.0,0.0,7.53,0.09,2.0,26.52,1.31,0.0
20231006:1609,0.0,0.0,0.0,0.0,0.0,24.97,1.38,0.0
20231006:1709,0.0,0.0,0.0,0.0,0.0,23.87,1.38,0.0
20231006:1809,0.0,0.0,0.0,0.0,0.0,23.01,1.52,0.0
20231006:1909,0.0,0.0,0.0,0.0,0.0,22.81,1.93,0.0
20231006:2009,0.0,0.0,0.0,0.0,0.0,22.36,2.0,0.0
20231006:2109,0.0,0.0,0.0,0.0,0.0,21.93,1.93,0.0
20231006:2209,0.0,0.0,0.0,0.0,0.0,21.55,1.86,0.0
20231006:2309,0.0,0.0,0.0,0.0,0.0,21.26,1.86,0.0
20231007:0009,0.0,0.0,0.0,0.0,0.0,20.98,1.79,0.0
20231007:0109,0.0,0.0,0.0,0.0,0.0,20.64,1.66,0.0
20231007:0209,0.0,0.0,0.0,0.0,0.0,20.46,1.52,0.0
20231007:0309,0.0,0.0,0.0,0.0,0.0,20.23,1.52,0.0
20231007:0409,147500.0,11.69,23.46,0.36,4.23,20.04,1.45,0.0
20231007:0509,2264400.0,197.22,102.01,2.68,16.11,20.79,1.17,0.0
20231007:0609,4302100.0,410.13,144.02,5.04,27.3,24.01,0.97,0.0
20231007:0709,5741800.0,596.79,168.83,7.03,37.21,26.07,0.55,0.0
20231007:0809,6592900.0,731.54,183.72,8.45,44.91,27.34,0.14,0.0
20231007:0909,7012500.0,786.52,196.56,9.11,49.06,28.29,0.41,0.0
20231007:1009,6972300.0,765.0,203.02,8.98,48.55,28.95,0.83,0.0
20231007:1109,6503000.0,699.01,186.72,8.18,43.55,29.27,1.17,0.0
20231007:1209,5638300.0,603.93,149.29,6.87,35.3,29.4,1.31,0.0
20231007:1309,4054500.0,409.12,123.83,4.79,25.06,28.87,1.52,0.0
20231007:1409,640400.0,10.1,87.78,1.16,13.69,27.94,1.59,0.0
20231007:1509,2800.0,0.0,6.59,0.08,1.72,26.78,1.38,0.0
20231007:1609,0.0,0.0,0.0,0.0,0.0,25.33,1.1,0.0
20231007:1709,0.0,0.0,0.0,0.0,0.0,24.34,1.03,0.0
20231007:1809,0.0,0.0,0.0,0.0,0.0,23.54,0.97,0.0
20231007:1909,0.0,0.0,0.0,0.0,0.0,22.71,1.31,0.0
20231007:2009,0.0,0.0,0.0,0.0,0.0,22.13,1.52,0.0
20231007:2109,0.0,0.0,0.0,0.0,0.0,21.47,1.52,0.0
20231007:2209,0.0,0.0,0.0,0.0,0.0,21.06,1.59,0.0
20231007:2309,0.0,0.0,0.0,0.0,0.0,20.67,1.52,0.0
20231008:0009,0.0,0.0,0.0,0.0,0.0,20.37,1.45,0.0
20231008:0109,0.0,0.0,0.0,0.0,0.0,20.07,1.38,0.0
20231008:0209,0.0,0.0,0.0,0.0,0.0,19.71,1.24,0.0
20231008:0309,0.0,0.0,0.0,0.0,0.0,19.46,1.17,0.0
20231008:0409,0.0,0.0,5.65,0.07,4.06,19.51,1.03,0.0
20231008:0509,691900.0,7.12,93.94,1.22,15.92,20.98,0.76,0.0
20231008:0609,2697100.0,134.09,214.48,3.63,27.08,24.09,0.55,0.0
20231008:0709,3207000.0,124.44,291.66,4.54,36.95,25.36,0.48,0.0
20231008:0809,5301100.0,373.26,320.49,6.86,44.59,26.3,1.45,0.0
20231008:0909,5855100.0,437.53,334.63,7.57,48.69,27.23,1.86,0.0
20231008:1009,4978300.0,285.37,366.48,6.72,48.17,28.16,2.0,0.0
20231008:1109,721400.0,0.0,107.28,1.33,43.18,28.01,1.86,0.0
20231008:1209,1797200.0,15.78,224.77,2.91,34.96,27.94,1.52,0.0
20231008:1309,1235900.0,13.52,157.71,2.06,24.74,27.78,1.1,0.0
20231008:1409,672200.0,14.64,87.43,1.18,13.4,27.32,1.17,0.0
20231008:1509,0.0,0.0,1.81,0.02,1.44,26.33,1.31,0.0
20231008:1609,0.0,0.0,0.0,0.0,0.0,25.26,1.38,0.0
20231008:1709,0.0,0.0,0.0,0.0,0.0,24.58,1.38,0.0
20231008:1809,0.0,0.0,0.0,0.0,0.0,24.11,1.45,0.0
20231008:1909,0.0,0.0,0.0,0.0,0.0,23.69,1.52,0.0
20231008:2009,0.0,0.0,0.0,0.0,0.0,23.0,1.31,0.0
20231008:2109,0.0,0.0,0.0,0.0,0.0,22.21,1.24,0.0
20231008:2209,0.0,0.0,0.0,0.0,0.0,21.84,1.45,0.0
20231008:2309,0.0,0.0,0.0,0.0,0.0,21.49,1.52,0.0
20231009:0009,0.0,0.0,0.0,0.0,0.0,21.46,1.52,0.0
20231009:0109,0.0,0.0,0.0,0.0,0.0,21.0,1.45,0.0
20231009:0209,0.0,0.0,0.0,0.0,0.0,20.4,1.38,0.0
20231009:0309,0.0,0.0,0.0,0.0,0.0,19.79,1.31,0.0
20231009:0409,99800.0,6.37,19.77,0.28,3.89,19.48,1.31,0.0
20231009:0509,1962100.0,148.46,111.71,2.39,15.73,20.57,1.03,0.0
20231009:0609,4066100.0,364.57,154.87,4.73,26.86,23.1,1.1,0.0
20231009:0709,5540200.0,543.88,183.57,6.67,36.68,25.01,0.83,0.0
20231009:0809,6291000.0,631.46,222.07,7.91,44.26,26.45,0.48,0.0
20231009:0909,6820200.0,732.34,211.75,8.72,48.32,27.48,0.48,0.0
20231009:1009,6248100.0,574.52,280.89,8.09,47.78,28.44,0.62,0.0
20231009:1109,4763300.0,305.22,325.43,6.34,42.81,28.61,1.03,0.0
20231009:1209,1252200.0,1.32,172.33,2.15,34.62,28.3,1.31,0.0
20231009:1309,580100.0,0.0,89.4,1.11,24.43,27.66,1.38,0.0
20231009:1409,499600.0,4.46,74.84,0.96,13.11,27.08,1.31,0.0
20231009:1509,0.0,0.0,0.0,0.0,0.0,26.12,0.97,0.0
20231009:1609,0.0,0.0,0.0,0.0,0.0,25.08,0.62,0.0
20231009:1709,0.0,0.0,0.0,0.0,0.0,24.06,0.55,0.0
20231009:1809,0.0,0.0,0.0,0.0,0.0,23.08,0.76,0.0
20231009:1909,0.0,0.0,0.0,0.0,0.0,23.34,1.79,0.0
20231009:2009,0.0,0.0,0.0,0.0,0.0,22.77,1.86,0.0
20231009:2109,0.0,0.0,0.0,0.0,0.0,22.41,1.66,0.0
20231009:2209,0.0,0.0,0.0,0.0,0.0,21.97,1.31,0.0
20231009:2309,0.0,0.0,0.0,0.0,0.0,21.38,0.97,0.0
20231010:0009,0.0,0.0,0.0,0.0,0.0,20.98,0.83,0.0
20231010:0109,0.0,0.0,0.0,0.0,0.0,20.75,0.83,0.0
20231010:0209,0.0,0.0,0.0,0.0,0.0,20.53,0.83,0.0
20231010:0309,0.0,0.0,0.0,0.0,0.0,20.35,0.83,0.0
20231010:0409,3300.0,0.0,6.59,0.08,3.72,20.0,0.97,0.0
20231010:0509,1795200.0,123.95,115.91,2.25,15.54,21.26,0.83,0.0
20231010:0609,3629300.0,277.39,186.54,4.35,26.64,23.1,0.9,0.0
20231010:0709,5406700.0,524.28,193.46,6.58,36.41,25.02,0.21,0.0
20231010:0809,4305700.0,217.12,346.64,5.91,43.94,26.14,0.62,0.0
20231010:0909,5686700.0,429.58,336.13,7.48,47.95,26.88,0.48,0.0
20231010:1009,4686800.0,256.6,368.07,6.48,47.39,27.57,0.34,0.0
20231010:1109,5409400.0,444.3,286.13,6.99,42.44,27.87,0.28,0.0
20231010:1209,863100.0,0.0,125.16,1.56,34.28,27.31,0.07,0.0
20231010:1309,144600.0,0.0,31.06,0.39,24.13,25.56,0.9,0.0
20231010:1409,616300.0,12.07,81.49,1.09,12.82,24.24,1.79,0.0
20231010:1509,0.0,0.0,0.0,0.0,0.0,23.89,1.66,0.0
20231010:1609,0.0,0.0,0.0,0.0,0.0,23.62,1.31,0.0
20231010:1709,0.0,0.0,0.0,0.0,0.0,23.21,0.9,0.0
20231010:1809,0.0,0.0,0.0,0.0,0.0,22.71,0.55,0.0
20231010:1909,0.0,0.0,0.0,0.0,0.0,21.86,1.24,0.0
20231010:2009,0.0,0.0,0.0,0.0,0.0,21.52,1.1,0.0
20231010:2109,0.0,0.0,0.0,0.0,0.0,21.23,1.03,0.0
20231010:2209,0.0,0.0,0.0,0.0,0.0,20.9,0.97,0.0
20231010:2309,0.0,0.0,0.0,0.0,0.0,20.73,0.9,0.0
20231011:0009,0.0,0.0,0.0,0.0,0.0,20.15,1.03,0.0
20231011:0109,0.0,0.0,0.0,0.0,0.0,20.12,0.97,0.0
20231011:0209,0.0,0.0,0.0,0.0,0.0,19.95,0.97,0.0
20231011:0309,0.0,0.0,0.0,0.0,0.0,20.04,0.9,0.0
20231011:0409,68600.0,4.67,16.03,0.22,3.55,19.95,0.9,0.0
20231011:0509,1960900.0,153.45,107.63,2.34,15.35,21.08,0.9,0.0
20231011:0609,3995600.0,354.67,157.56,4.62,26.41,23.54,0.97,0.0
20231011:0709,5666900.0,561.69,173.95,6.66,36.14,25.15,1.66,0.0
20231011:0809,5725000.0,455.95,292.03,7.14,43.62,26.52,2.0,0.0
20231011:0909,6798000.0,662.84,244.21,8.39,47.58,27.24,2.0,0.0
20231011:1009,6536800.0,607.03,264.07,8.12,47.01,27.37,1.86,0.0
20231011:1109,326500.0,0.0,56.47,0.7,42.08,27.4,1.86,0.0
20231011:1209,244300.0,0.0,45.17,0.56,33.95,26.22,1.66,0.0
20231011:1309,145500.0,0.0,31.06,0.39,23.82,24.55,1.38,0.0
20231011:1409,1603300.0,139.5,86.28,1.94,12.54,24.29,0.55,0.0
20231011:1509,0.0,0.0,0.0,0.0,0.0,24.14,0.69,0.0
20231011:1609,0.0,0.0,0.0,0.0,0.0,23.56,0.9,0.0
20231011:1709,0.0,0.0,0.0,0.0,0.0,22.61,0.97,0.0
20231011:1809,0.0,0.0,0.0,0.0,0.0,21.92,1.03,0.0
20231011:1909,0.0,0.0,0.0,0.0,0.0,21.39,1.86,0.0
20231011:2009,0.0,0.0,0.0,0.0,0.0,21.05,1.79,0.0
20231011:2109,0.0,0.0,0.0,0.0,0.0,20.54,1.66,0.0
20231011:2209,0.0,0.0,0.0,0.0,0.0,20.14,1.59,0.0
20231011:2309,0.0,0.0,0.0,0.0,0.0,19.79,1.59,0.0
20231012:0009,0.0,0.0,0.0,0.0,0.0,19.53,1.66,0.0
20231012:0109,0.0,0.0,0.0,0.0,0.0,19.36,1.72,0.0
20231012:0209,0.0,0.0,0.0,0.0,0.0,19.27,1.79,0.0
20231012:0309,0.0,0.0,0.0,0.0,0.0,19.14,1.79,0.0
20231012:0409,70100.0,4.91,16.04,0.22,3.38,19.02,1.79,0.0
20231012:0509,2153000.0,185.14,98.85,2.45,15.16,20.22,1.52,0.0
20231012:0609,4287700.0,412.36,136.29,4.83,26.19,24.01,1.52,0.0
20231012:0709,5863900.0,611.55,154.37,6.85,35.87,25.97,1.72,0.0
20231012:0809,6829400.0,752.42,164.53,8.26,43.3,27.22,1.59,0.0
20231012:0909,7153900.0,800.96,178.42,8.87,47.21,28.09,1.31,0.0
20231012:1009,6703500.0,692.48,223.64,8.39,46.63,28.59,1.1,0.0
20231012:1109,6164900.0,629.89,205.17,7.61,41.71,28.75,0.97,0.0
20231012:1209,4498500.0,360.59,233.12,5.58,33.61,28.48,0.83,0.0
20231012:1309,2212900.0,104.75,189.22,3.06,23.52,27.7,0.41,0.0
20231012:1409,1337100.0,101.26,91.34,1.73,12.26,27.14,0.34,0.0
20231012:1509,0.0,0.0,0.0,0.0,0.0,26.36,0.55,0.0
20231012:1609,0.0,0.0,0.0,0.0,0.0,25.47,0.48,0.0
20231012:1709,0.0,0.0,0.0,0.0,0.0,24.47,0.62,0.0
20231012:1809,0.0,0.0,0.0,0.0,0.0,23.22,0.97,0.0
20231012:1909,0.0,0.0,0.0,0.0,0.0,22.06,1.31,0.0
20231012:2009,0.0,0.0,0.0,0.0,0.0,21.43,1.31,0.0
20231012:2109,0.0,0.0,0.0,0.0,0.0,20.89,1.31,0.0
20231012:2209,0.0,0.0,0.0,0.0,0.0,20.45,1.38,0.0
20231012:2309,0.0,0.0,0.0,0.0,0.0,20.14,1.45,0.0
20231013:0009,0.0,0.0,0.0,0.0,0.0,19.82,1.59,0.0
20231013:0109,0.0,0.0,0.0,0.0,0.0,19.63,1.66,0.0
20231013:0209,0.0,0.0,0.0,0.0,0.0,19.46,1.72,0.0
20231013:0309,0.0,0.0,0.0,0.0,0.0,19.35,1.72,0.0
20231013:0409,65300.0,5.18,15.11,0.21,3.2,19.2,1.72,0.0
20231013:0509,2176000.0,188.88,98.59,2.45,14.96,20.44,1.38,0.0
20231013:0609,4203100.0,395.86,141.73,4.73,25.96,24.17,1.59,0.0
20231013:0709,5735600.0,578.53,168.87,6.68,35.6,25.64,1.66,0.0
20231013:0809,6597800.0,698.88,190.35,8.03,42.98,27.09,1.17,0.0
20231013:0909,6932100.0,763.56,196.59,8.7,46.84,28.12,0.69,0.0
20231013:1009,6551400.0,671.78,237.17,8.32,46.25,28.58,0.41,0.0
20231013:1109,3514800.0,134.3,330.57,5.07,41.35,28.84,0.48,0.0
20231013:1209,240700.0,0.0,45.17,0.56,33.28,28.77,0.62,0.0
20231013:1309,136200.0,0.0,30.11,0.37,23.22,28.13,0.76,0.0
20231013:1409,33000.0,0.0,13.18,0.16,11.98,27.09,0.62,0.0
20231013:1509,0.0,0.0,0.0,0.0,0.0,25.99,0.62,0.0
20231013:1609,0.0,0.0,0.0,0.0,0.0,24.58,0.55,0.0
20231013:1709,0.0,0.0,0.0,0.0,0.0,24.0,0.76,0.0
20231013:1809,0.0,0.0,0.0,0.0,0.0,22.9,0.9,0.0
20231013:1909,0.0,0.0,0.0,0.0,0.0,22.52,1.17,0.0
20231013:2009,0.0,0.0,0.0,0.0,0.0,21.87,1.31,0.0
20231013:2109,0.0,0.0,0.0,0.0,0.0,21.43,1.45,0.0
20231013:2209,0.0,0.0,0.0,0.0,0.0,21.15,1.52,0.0
20231013:2309,0.0,0.0,0.0,0.0,0.0,20.94,1.59,0.0
20231014:0009,0.0,0.0,0.0,0.0,0.0,20.58,1.59,0.0
20231014:0109,0.0,0.0,0.0,0.0,0.0,20.23,1.59,0.0
20231014:0209,0.0,0.0,0.0,0.0,0.0,20.25,1.59,0.0
20231014:0309,0.0,0.0,0.0,0.0,0.0,19.02,1.52,0.0
20231014:0409,24900.0,0.0,11.29,0.14,3.03,18.81,1.38,0.0
20231014:0509,1950200.0,151.42,106.6,2.26,14.77,19.93,1.24,0.0
20231014:0609,4103500.0,374.93,147.94,4.6,25.73,22.95,1.31,0.0
20231014:0709,5645800.0,569.49,168.94,6.58,35.33,24.7,1.03,0.0
20231014:0809,6439500.0,676.81,195.77,7.87,42.65,26.04,0.55,0.0
20231014:0909,6830400.0,766.89,190.11,8.63,46.48,26.81,0.0,0.0
20231014:1009,5823200.0,479.89,309.92,7.49,45.87,27.19,0.34,0.0
20231014:1109,319400.0,0.0,55.52,0.69,41.0,27.01,0.34,0.0
20231014:1209,2247900.0,50.38,246.59,3.42,32.96,26.89,0.34,0.0
20231014:1309,2588700.0,159.07,181.6,3.31,22.92,26.56,0.28,0.0
20231014:1409,1427800.0,119.19,84.67,1.73,11.7,25.66,1.17,0.0
20231014:1509,0.0,0.0,0.0,0.0,0.0,24.85,1.66,0.0
20231014:1609,0.0,0.0,0.0,0.0,0.0,23.86,1.72,0.0
20231014:1709,0.0,0.0,0.0,0.0,0.0,23.06,1.72,0.0
20231014:1809,0.0,0.0,0.0,0.0,0.0,22.29,1.59,0.0
20231014:1909,0.0,0.0,0.0,0.0,0.0,21.93,2.14,0.0
20231014:2009,0.0,0.0,0.0,0.0,0.0,21.34,2.62,0.0
20231014:2109,0.0,0.0,0.0,0.0,0.0,20.71,2.48,0.0
20231014:2209,0.0,0.0,0.0,0.0,0.0,20.3,2.07,0.0
20231014:2309,0.0,0.0,0.0,0.0,0.0,20.0,1.52,0.0
20231015:0009,0.0,0.0,0.0,0.0,0.0,19.72,1.38,0.0
20231015:0109,0.0,0.0,0.0,0.0,0.0,19.63,1.59,0.0
20231015:0209,0.0,0.0,0.0,0.0,0.0,19.45,1.66,0.0
20231015:0309,0.0,0.0,0.0,0.0,0.0,19.41,1.79,0.0
20231015:0409,29600.0,2.91,10.38,0.14,2.85,19.16,1.72,0.0
20231015:0509,2061100.0,171.86,100.23,2.31,14.57,19.44,1.03,0.0
20231015:0609,4127500.0,379.05,145.26,4.58,25.5,20.85,0.69,0.0
20231015:0709,5631900.0,557.63,173.62,6.5,35.06,23.16,0.97,0.0
20231015:0809,6395900.0,622.41,220.5,7.63,42.33,22.5,0.83,0.0
20231015:0909,4856300.0,262.07,362.31,6.39,46.12,22.17,0.9,0.0
20231015:1009,3193000.0,71.9,336.96,4.71,45.5,22.52,0.69,0.0
20231015:1109,3103200.0,79.22,310.81,4.42,40.64,21.14,2.14,0.0
20231015:1209,1801100.0,17.81,214.79,2.8,32.63,21.31,2.97,0.0
20231015:1309,257200.0,0.0,46.11,0.57,22.63,21.96,2.83,0.0
20231015:1409,1600700.0,142.56,79.94,1.8,11.43,21.85,3.1,0.0
20231015:1509,0.0,0.0,0.0,0.0,0.0,21.26,2.62,0.0
20231015:1609,0.0,0.0,0.0,0.0,0.0,20.66,2.0,0.0
20231015:1709,0.0,0.0,0.0,0.0,0.0,20.36,2.0,0.0
20231015:1809,0.0,0.0,0.0,0.0,0.0,20.03,1.93,0.0
20231015:1909,0.0,0.0,0.0,0.0,0.0,19.76,1.52,0.0
20231015:2009,0.0,0.0,0.0,0.0,0.0,19.64,1.66,0.0
20231015:2109,0.0,0.0,0.0,0.0,0.0,19.44,1.79,0.0
20231015:2209,0.0,0.0,0.0,0.0,0.0,19.2,2.0,0.0
20231015:2309,0.0,0.0,0.0,0.0,0.0,19.22,2.14,0.0
20231016:0009,0.0,0.0,0.0,0.0,0.0,19.14,2.21,0.0
20231016:0109,0.0,0.0,0.0,0.0,0.0,19.05,2.21,0.0
20231016:0209,0.0,0.0,0.0,0.0,0.0,19.07,2.14,0.0
20231016:0309,0.0,0.0,0.0,0.0,0.0,19.14,2.07,0.0
20231016:0409,35400.0,3.1,11.33,0.15,2.67,19.24,2.14,0.0
20231016:0509,2226400.0,197.52,95.19,2.4,14.37,19.98,2.0,0.0
20231016:0609,4388400.0,415.87,135.2,4.73,25.27,22.02,2.55,0.0
20231016:0709,6041600.0,600.34,160.89,6.68,34.79,24.39,4.41,0.0
20231016:0809,7008300.0,719.46,179.82,7.99,42.01,25.62,4.34,0.0
20231016:0909,7425400.0,774.96,190.43,8.63,45.75,26.58,4.21,0.0
20231016:1009,7217000.0,736.95,203.55,8.43,45.12,27.08,4.0,0.0
20231016:1109,6412600.0,619.36,209.53,7.43,40.29,27.22,3.79,0.0
20231016:1209,5317900.0,504.31,175.93,6.0,32.31,27.05,3.59,0.0
20231016:1309,3471500.0,297.62,147.88,3.89,22.33,26.63,3.31,0.0
20231016:1409,1401000.0,116.73,83.32,1.66,11.16,25.88,2.76,0.0
20231016:1509,0.0,0.0,0.0,0.0,0.0,24.56,2.14,0.0
20231016:1609,0.0,0.0,0.0,0.0,0.0,23.23,2.07,0.0
20231016:1709,0.0,0.0,0.0,0.0,0.0,22.33,2.14,0.0
20231016:1809,0.0,0.0,0.0,0.0,0.0,21.6,2.21,0.0
20231016:1909,0.0,0.0,0.0,0.0,0.0,21.32,2.34,0.0
20231016:2009,0.0,0.0,0.0,0.0,0.0,20.89,2.28,0.0
20231016:2109,0.0,0.0,0.0,0.0,0.0,20.49,2.14,0.0
20231016:2209,0.0,0.0,0.0,0.0,0.0,20.08,2.0,0.0
20231016:2309,0.0,0.0,0.0,0.0,0.0,19.63,1.79,0.0
